Info 0    [20:01:20.924] Starting TS Server
Info 23   [20:17:28.077] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 5 structureChanged: false structureIsReused:: Completely Elapsed: 20.51070700213313ms
Info 24   [20:17:28.077] Different program with same set of files
Info 25   [20:17:29.037] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 26   [20:17:29.055] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 6 structureChanged: false structureIsReused:: Completely Elapsed: 17.946519002318382ms
Info 27   [20:17:29.055] Different program with same set of files
Info 28   [20:17:29.428] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 29   [20:17:29.442] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 7 structureChanged: false structureIsReused:: Completely Elapsed: 14.24406100064516ms
Info 30   [20:17:29.443] Different program with same set of files
Info 31   [20:17:29.473] getCompletionData: Get current token: 0.053589001297950745
Info 32   [20:17:29.473] getCompletionData: Is inside comment: 0.23632600158452988
Info 33   [20:17:29.474] getCompletionData: Get previous token: 0.4465490020811558
Info 34   [20:17:29.477] getCompletionsAtPosition: isCompletionListBlocker: 1.3110020011663437
Info 35   [20:17:29.497] getExportInfoMap: cache miss or empty; calculating new results
Info 36   [20:17:29.499] getExportInfoMap: done in 2.4246839992702007 ms
Info 37   [20:17:29.501] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 38   [20:17:29.501] collectAutoImports: response is complete
Info 39   [20:17:29.503] collectAutoImports: 2.1746499985456467
Info 40   [20:17:29.503] getCompletionData: Semantic work: 26.222548000514507
Info 41   [20:17:29.634] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 128.0497520007193
Info 42   [20:17:29.643] getCompletionData: Get current token: 0.014348000288009644
Info 43   [20:17:29.643] getCompletionData: Is inside comment: 0.04062199965119362
Info 44   [20:17:29.643] getCompletionData: Get previous token: 0.06960000097751617
Info 45   [20:17:29.644] getCompletionsAtPosition: isCompletionListBlocker: 0.035679999738931656
Info 46   [20:17:29.648] getExportInfoMap: cache miss or empty; calculating new results
Info 47   [20:17:29.648] getExportInfoMap: done in 0.6277120001614094 ms
Info 48   [20:17:29.649] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 49   [20:17:29.649] collectAutoImports: response is complete
Info 50   [20:17:29.649] collectAutoImports: 0.11463399976491928
Info 51   [20:17:29.649] getCompletionData: Semantic work: 5.049288000911474
Info 52   [20:17:29.692] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 43.46804600208998
Info 53   [20:17:29.701] getCompletionData: Get current token: 0.012192998081445694
Info 54   [20:17:29.701] getCompletionData: Is inside comment: 0.042824000120162964
Info 55   [20:17:29.701] getCompletionData: Get previous token: 0.05688299983739853
Info 56   [20:17:29.701] getCompletionsAtPosition: isCompletionListBlocker: 0.039135999977588654
Info 57   [20:17:29.708] getExportInfoMap: cache miss or empty; calculating new results
Info 58   [20:17:29.708] getExportInfoMap: done in 0.8185519985854626 ms
Info 59   [20:17:29.709] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 60   [20:17:29.710] collectAutoImports: response is complete
Info 61   [20:17:29.710] collectAutoImports: 0.12197300046682358
Info 62   [20:17:29.710] getCompletionData: Semantic work: 8.429677996784449
Info 63   [20:17:29.757] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 45.30994999781251
Info 64   [20:17:29.765] getCompletionData: Get current token: 0.011466000229120255
Info 65   [20:17:29.765] getCompletionData: Is inside comment: 0.04053699970245361
Info 66   [20:17:29.765] getCompletionData: Get previous token: 0.05626799911260605
Info 67   [20:17:29.765] getCompletionsAtPosition: isCompletionListBlocker: 0.044853001832962036
Info 68   [20:17:29.771] getExportInfoMap: cache miss or empty; calculating new results
Info 69   [20:17:29.771] getExportInfoMap: done in 0.6991260014474392 ms
Info 70   [20:17:29.772] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 71   [20:17:29.772] collectAutoImports: response is complete
Info 72   [20:17:29.772] collectAutoImports: 0.23283999785780907
Info 73   [20:17:29.772] getCompletionData: Semantic work: 6.2352690026164055
Info 74   [20:17:29.787] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.26324800029397
Info 75   [20:17:29.796] getCompletionData: Get current token: 0.02092200145125389
Info 76   [20:17:29.796] getCompletionData: Is inside comment: 0.07842699810862541
Info 77   [20:17:29.796] getCompletionData: Get previous token: 0.09796199947595596
Info 78   [20:17:29.796] getCompletionsAtPosition: isCompletionListBlocker: 0.032005999237298965
Info 79   [20:17:29.813] getExportInfoMap: cache miss or empty; calculating new results
Info 80   [20:17:29.813] getExportInfoMap: done in 0.5611649975180626 ms
Info 81   [20:17:29.814] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 82   [20:17:29.814] collectAutoImports: response is complete
Info 83   [20:17:29.814] collectAutoImports: 0.22171400114893913
Info 84   [20:17:29.814] getCompletionData: Semantic work: 17.824919000267982
Info 85   [20:17:29.839] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 24.327220000326633
Info 86   [20:17:29.846] getCompletionData: Get current token: 0.012334000319242477
Info 87   [20:17:29.846] getCompletionData: Is inside comment: 0.033945001661777496
Info 88   [20:17:29.846] getCompletionData: Get previous token: 0.19471200183033943
Info 89   [20:17:29.847] getCompletionsAtPosition: isCompletionListBlocker: 0.021767999976873398
Info 90   [20:17:29.851] getExportInfoMap: cache miss or empty; calculating new results
Info 91   [20:17:29.851] getExportInfoMap: done in 0.44064999744296074 ms
Info 92   [20:17:29.851] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 93   [20:17:29.851] collectAutoImports: response is complete
Info 94   [20:17:29.851] collectAutoImports: 0.09896200150251389
Info 95   [20:17:29.851] getCompletionData: Semantic work: 4.567053999751806
Info 96   [20:17:29.864] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.02190800011158
Info 97   [20:17:29.877] getCompletionData: Get current token: 0.013333000242710114
Info 98   [20:17:29.877] getCompletionData: Is inside comment: 0.0351950004696846
Info 99   [20:17:29.877] getCompletionData: Get previous token: 0.05692100152373314
Info 100  [20:17:29.877] getCompletionsAtPosition: isCompletionListBlocker: 0.024333998560905457
Info 101  [20:17:29.880] getExportInfoMap: cache miss or empty; calculating new results
Info 102  [20:17:29.880] getExportInfoMap: done in 0.5548420026898384 ms
Info 103  [20:17:29.881] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 104  [20:17:29.881] collectAutoImports: response is complete
Info 105  [20:17:29.881] collectAutoImports: 0.10479199886322021
Info 106  [20:17:29.881] getCompletionData: Semantic work: 3.3621569983661175
Info 107  [20:17:29.901] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 20.193482000380754
Info 108  [20:17:29.912] getCompletionData: Get current token: 0.01850700005888939
Info 109  [20:17:29.912] getCompletionData: Is inside comment: 0.054621998220682144
Info 110  [20:17:29.912] getCompletionData: Get previous token: 0.08644099906086922
Info 111  [20:17:29.912] getCompletionsAtPosition: isCompletionListBlocker: 0.030650001019239426
Info 112  [20:17:29.916] getExportInfoMap: cache miss or empty; calculating new results
Info 113  [20:17:29.916] getExportInfoMap: done in 0.5416209995746613 ms
Info 114  [20:17:29.917] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 115  [20:17:29.917] collectAutoImports: response is complete
Info 116  [20:17:29.917] collectAutoImports: 0.14165899902582169
Info 117  [20:17:29.917] getCompletionData: Semantic work: 4.7433989979326725
Info 118  [20:17:29.929] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.119002003222704
Info 119  [20:17:29.935] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 120  [20:17:29.943] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 8 structureChanged: false structureIsReused:: Completely Elapsed: 8.048760998994112ms
Info 121  [20:17:29.943] Different program with same set of files
Info 122  [20:17:29.944] getCompletionData: Get current token: 0.011468999087810516
Info 123  [20:17:29.944] getCompletionData: Is inside comment: 0.0328029990196228
Info 124  [20:17:29.944] getCompletionData: Get previous token: 0.05321099981665611
Info 125  [20:17:29.944] getCompletionsAtPosition: isCompletionListBlocker: 0.035124000161886215
Info 126  [20:17:29.948] getExportInfoMap: cache miss or empty; calculating new results
Info 127  [20:17:29.949] getExportInfoMap: done in 0.9198380000889301 ms
Info 128  [20:17:29.949] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 129  [20:17:29.949] collectAutoImports: response is complete
Info 130  [20:17:29.949] collectAutoImports: 0.11342599987983704
Info 131  [20:17:29.949] getCompletionData: Semantic work: 5.225990999490023
Info 132  [20:17:29.980] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 29.90233800187707
Info 133  [20:17:30.260] getCompletionData: Get current token: 0.018676001578569412
Info 134  [20:17:30.261] getCompletionData: Is inside comment: 0.0488240011036396
Info 135  [20:17:30.261] getCompletionData: Get previous token: 0.08170099928975105
Info 136  [20:17:30.261] getCompletionsAtPosition: isCompletionListBlocker: 0.05184299871325493
Info 137  [20:17:30.266] getExportInfoMap: cache miss or empty; calculating new results
Info 138  [20:17:30.267] getExportInfoMap: done in 0.48416299745440483 ms
Info 139  [20:17:30.269] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 140  [20:17:30.269] collectAutoImports: response is complete
Info 141  [20:17:30.269] collectAutoImports: 0.163332998752594
Info 142  [20:17:30.270] getCompletionData: Semantic work: 8.739957999438047
Info 143  [20:17:30.318] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 45.74948899820447
Info 144  [20:17:30.325] getCompletionData: Get current token: 0.014837000519037247
Info 145  [20:17:30.325] getCompletionData: Is inside comment: 0.050717998296022415
Info 146  [20:17:30.325] getCompletionData: Get previous token: 0.07500699907541275
Info 147  [20:17:30.326] getCompletionsAtPosition: isCompletionListBlocker: 0.02593500167131424
Info 148  [20:17:30.331] getExportInfoMap: cache miss or empty; calculating new results
Info 149  [20:17:30.332] getExportInfoMap: done in 0.6372129991650581 ms
Info 150  [20:17:30.332] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 151  [20:17:30.332] collectAutoImports: response is complete
Info 152  [20:17:30.332] collectAutoImports: 0.1314139999449253
Info 153  [20:17:30.332] getCompletionData: Semantic work: 6.466671999543905
Info 154  [20:17:30.356] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 23.484579998999834
Info 155  [20:17:30.361] getCompletionData: Get current token: 0.014497000724077225
Info 156  [20:17:30.362] getCompletionData: Is inside comment: 0.0434659980237484
Info 157  [20:17:30.362] getCompletionData: Get previous token: 0.06943700090050697
Info 158  [20:17:30.362] getCompletionsAtPosition: isCompletionListBlocker: 0.02685599774122238
Info 159  [20:17:30.371] getExportInfoMap: cache miss or empty; calculating new results
Info 160  [20:17:30.371] getExportInfoMap: done in 0.4635020010173321 ms
Info 161  [20:17:30.371] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 162  [20:17:30.371] collectAutoImports: response is complete
Info 163  [20:17:30.371] collectAutoImports: 0.09779899939894676
Info 164  [20:17:30.371] getCompletionData: Semantic work: 9.575371000915766
Info 165  [20:17:30.393] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 21.475694999098778
Info 166  [20:17:30.400] getCompletionData: Get current token: 0.017174001783132553
Info 167  [20:17:30.400] getCompletionData: Is inside comment: 0.05640000104904175
Info 168  [20:17:30.400] getCompletionData: Get previous token: 0.07554600015282631
Info 169  [20:17:30.400] getCompletionsAtPosition: isCompletionListBlocker: 0.22558699920773506
Info 170  [20:17:30.405] getExportInfoMap: cache miss or empty; calculating new results
Info 171  [20:17:30.406] getExportInfoMap: done in 0.49731000140309334 ms
Info 172  [20:17:30.406] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 173  [20:17:30.406] collectAutoImports: response is complete
Info 174  [20:17:30.406] collectAutoImports: 0.0971750020980835
Info 175  [20:17:30.406] getCompletionData: Semantic work: 5.729800999164581
Info 176  [20:17:30.432] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 21.55399500206113
Info 177  [20:17:30.438] getCompletionData: Get current token: 0.014715999364852905
Info 178  [20:17:30.438] getCompletionData: Is inside comment: 0.044211000204086304
Info 179  [20:17:30.438] getCompletionData: Get previous token: 0.06814000010490417
Info 180  [20:17:30.439] getCompletionsAtPosition: isCompletionListBlocker: 0.029652997851371765
Info 181  [20:17:30.443] getExportInfoMap: cache miss or empty; calculating new results
Info 182  [20:17:30.443] getExportInfoMap: done in 0.41903699934482574 ms
Info 183  [20:17:30.444] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 184  [20:17:30.444] collectAutoImports: response is complete
Info 185  [20:17:30.444] collectAutoImports: 0.08936300128698349
Info 186  [20:17:30.444] getCompletionData: Semantic work: 5.1486029997467995
Info 187  [20:17:30.460] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.928057000041008
Info 188  [20:17:30.466] getCompletionData: Get current token: 0.02627599984407425
Info 189  [20:17:30.466] getCompletionData: Is inside comment: 0.06836399808526039
Info 190  [20:17:30.466] getCompletionData: Get previous token: 0.09938900172710419
Info 191  [20:17:30.466] getCompletionsAtPosition: isCompletionListBlocker: 0.03181900084018707
Info 192  [20:17:30.471] getExportInfoMap: cache miss or empty; calculating new results
Info 193  [20:17:30.477] getExportInfoMap: done in 5.839219998568296 ms
Info 194  [20:17:30.477] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 195  [20:17:30.478] collectAutoImports: response is complete
Info 196  [20:17:30.478] collectAutoImports: 0.19649799913167953
Info 197  [20:17:30.478] getCompletionData: Semantic work: 11.337586000561714
Info 198  [20:17:30.490] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 12.326650001108646
Info 199  [20:17:30.499] getCompletionData: Get current token: 0.016600999981164932
Info 200  [20:17:30.499] getCompletionData: Is inside comment: 0.04375400021672249
Info 201  [20:17:30.499] getCompletionData: Get previous token: 0.06768700107932091
Info 202  [20:17:30.499] getCompletionsAtPosition: isCompletionListBlocker: 0.02705800160765648
Info 203  [20:17:30.505] getExportInfoMap: cache miss or empty; calculating new results
Info 204  [20:17:30.506] getExportInfoMap: done in 0.7980859987437725 ms
Info 205  [20:17:30.506] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 206  [20:17:30.506] collectAutoImports: response is complete
Info 207  [20:17:30.506] collectAutoImports: 0.11028499901294708
Info 208  [20:17:30.506] getCompletionData: Semantic work: 6.835613001137972
Info 209  [20:17:30.556] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 50.0293859988451
Info 210  [20:17:30.595] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 211  [20:17:30.607] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 9 structureChanged: false structureIsReused:: Completely Elapsed: 11.57608499750495ms
Info 212  [20:17:30.607] Different program with same set of files
Info 213  [20:17:30.608] getCompletionData: Get current token: 0.013305999338626862
Info 214  [20:17:30.609] getCompletionData: Is inside comment: 0.03724600002169609
Info 215  [20:17:30.609] getCompletionData: Get previous token: 0.06194400042295456
Info 216  [20:17:30.609] getCompletionsAtPosition: isCompletionListBlocker: 0.027670998126268387
Info 217  [20:17:30.615] getExportInfoMap: cache miss or empty; calculating new results
Info 218  [20:17:30.616] getExportInfoMap: done in 1.0864659994840622 ms
Info 219  [20:17:30.616] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 220  [20:17:30.616] collectAutoImports: response is complete
Info 221  [20:17:30.616] collectAutoImports: 0.11529599875211716
Info 222  [20:17:30.616] getCompletionData: Semantic work: 7.208941999822855
Info 223  [20:17:30.632] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 15.25797500088811
Info 224  [20:17:30.642] getCompletionData: Get current token: 0.012511000037193298
Info 225  [20:17:30.643] getCompletionData: Is inside comment: 0.03308900073170662
Info 226  [20:17:30.643] getCompletionData: Get previous token: 0.045820001512765884
Info 227  [20:17:30.643] getCompletionsAtPosition: isCompletionListBlocker: 0.024372000247240067
Info 228  [20:17:30.646] getExportInfoMap: cache miss or empty; calculating new results
Info 229  [20:17:30.646] getExportInfoMap: done in 0.36880699917674065 ms
Info 230  [20:17:30.647] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 231  [20:17:30.647] collectAutoImports: response is complete
Info 232  [20:17:30.647] collectAutoImports: 0.08999300003051758
Info 233  [20:17:30.647] getCompletionData: Semantic work: 3.888538997620344
Info 234  [20:17:30.658] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.950937997549772
Info 235  [20:17:30.663] getCompletionData: Get current token: 0.010858003050088882
Info 236  [20:17:30.663] getCompletionData: Is inside comment: 0.030906997621059418
Info 237  [20:17:30.663] getCompletionData: Get previous token: 0.041524000465869904
Info 238  [20:17:30.663] getCompletionsAtPosition: isCompletionListBlocker: 0.02392899990081787
Info 239  [20:17:30.666] getExportInfoMap: cache miss or empty; calculating new results
Info 240  [20:17:30.666] getExportInfoMap: done in 0.3455520011484623 ms
Info 241  [20:17:30.666] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 242  [20:17:30.666] collectAutoImports: response is complete
Info 243  [20:17:30.666] collectAutoImports: 0.07390099763870239
Info 244  [20:17:30.667] getCompletionData: Semantic work: 3.681478001177311
Info 245  [20:17:30.688] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 21.417401000857353
Info 246  [20:17:30.698] getCompletionData: Get current token: 0.011698000133037567
Info 247  [20:17:30.698] getCompletionData: Is inside comment: 0.03418600186705589
Info 248  [20:17:30.698] getCompletionData: Get previous token: 0.04340299963951111
Info 249  [20:17:30.698] getCompletionsAtPosition: isCompletionListBlocker: 0.025164999067783356
Info 250  [20:17:30.705] getExportInfoMap: cache miss or empty; calculating new results
Info 251  [20:17:30.705] getExportInfoMap: done in 0.4974739998579025 ms
Info 252  [20:17:30.705] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 253  [20:17:30.705] collectAutoImports: response is complete
Info 254  [20:17:30.705] collectAutoImports: 0.09452299773693085
Info 255  [20:17:30.705] getCompletionData: Semantic work: 7.45295299962163
Info 256  [20:17:30.717] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.707263000309467
Info 257  [20:17:30.723] getCompletionData: Get current token: 0.016008999198675156
Info 258  [20:17:30.723] getCompletionData: Is inside comment: 0.051920998841524124
Info 259  [20:17:30.723] getCompletionData: Get previous token: 0.08942900225520134
Info 260  [20:17:30.723] getCompletionsAtPosition: isCompletionListBlocker: 0.033622000366449356
Info 261  [20:17:30.728] getExportInfoMap: cache miss or empty; calculating new results
Info 262  [20:17:30.729] getExportInfoMap: done in 0.4570850022137165 ms
Info 263  [20:17:30.729] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 264  [20:17:30.729] collectAutoImports: response is complete
Info 265  [20:17:30.729] collectAutoImports: 0.11183900013566017
Info 266  [20:17:30.729] getCompletionData: Semantic work: 5.751198999583721
Info 267  [20:17:30.747] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.70838699862361
Info 268  [20:17:30.753] getCompletionData: Get current token: 0.01651100069284439
Info 269  [20:17:30.753] getCompletionData: Is inside comment: 0.053853001445531845
Info 270  [20:17:30.753] getCompletionData: Get previous token: 0.09639599919319153
Info 271  [20:17:30.754] getCompletionsAtPosition: isCompletionListBlocker: 0.4269920028746128
Info 272  [20:17:30.757] getExportInfoMap: cache miss or empty; calculating new results
Info 273  [20:17:30.757] getExportInfoMap: done in 0.30700400099158287 ms
Info 274  [20:17:30.757] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 275  [20:17:30.757] collectAutoImports: response is complete
Info 276  [20:17:30.757] collectAutoImports: 0.06479500234127045
Info 277  [20:17:30.757] getCompletionData: Semantic work: 3.594810001552105
Info 278  [20:17:30.767] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.62882000207901
Info 279  [20:17:30.772] getCompletionData: Get current token: 0.01590999960899353
Info 280  [20:17:30.773] getCompletionData: Is inside comment: 0.04864199832081795
Info 281  [20:17:30.773] getCompletionData: Get previous token: 0.0759040005505085
Info 282  [20:17:30.773] getCompletionsAtPosition: isCompletionListBlocker: 0.04855300113558769
Info 283  [20:17:30.777] getExportInfoMap: cache miss or empty; calculating new results
Info 284  [20:17:30.777] getExportInfoMap: done in 0.5331870019435883 ms
Info 285  [20:17:30.778] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 286  [20:17:30.778] collectAutoImports: response is complete
Info 287  [20:17:30.778] collectAutoImports: 0.13615000247955322
Info 288  [20:17:30.778] getCompletionData: Semantic work: 4.938745997846127
Info 289  [20:17:30.795] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 16.819021999835968
Info 290  [20:17:30.800] getCompletionData: Get current token: 0.0179780013859272
Info 291  [20:17:30.800] getCompletionData: Is inside comment: 0.04859299957752228
Info 292  [20:17:30.800] getCompletionData: Get previous token: 0.0733100026845932
Info 293  [20:17:30.800] getCompletionsAtPosition: isCompletionListBlocker: 0.029906999319791794
Info 294  [20:17:30.805] getExportInfoMap: cache miss or empty; calculating new results
Info 295  [20:17:30.805] getExportInfoMap: done in 0.6080150008201599 ms
Info 296  [20:17:30.806] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 297  [20:17:30.806] collectAutoImports: response is complete
Info 298  [20:17:30.806] collectAutoImports: 0.1455339975655079
Info 299  [20:17:30.806] getCompletionData: Semantic work: 5.5129100009799
Info 300  [20:17:30.825] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 19.377159997820854
Info 301  [20:17:30.833] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 302  [20:17:30.841] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 10 structureChanged: false structureIsReused:: Completely Elapsed: 7.967971000820398ms
Info 303  [20:17:30.841] Different program with same set of files
Info 304  [20:17:30.842] getCompletionData: Get current token: 0.016617000102996826
Info 305  [20:17:30.842] getCompletionData: Is inside comment: 0.04440400004386902
Info 306  [20:17:30.842] getCompletionData: Get previous token: 0.0674469992518425
Info 307  [20:17:30.842] getCompletionsAtPosition: isCompletionListBlocker: 0.028593000024557114
Info 308  [20:17:30.848] getExportInfoMap: cache miss or empty; calculating new results
Info 309  [20:17:30.849] getExportInfoMap: done in 1.1335659995675087 ms
Info 310  [20:17:30.849] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 311  [20:17:30.849] collectAutoImports: response is complete
Info 312  [20:17:30.849] collectAutoImports: 0.1254189983010292
Info 313  [20:17:30.849] getCompletionData: Semantic work: 6.636355999857187
Info 314  [20:17:30.862] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.162016000598669
Info 315  [20:17:30.877] getCompletionData: Get current token: 0.015613000839948654
Info 316  [20:17:30.877] getCompletionData: Is inside comment: 0.046265002340078354
Info 317  [20:17:30.878] getCompletionData: Get previous token: 0.07467500120401382
Info 318  [20:17:30.878] getCompletionsAtPosition: isCompletionListBlocker: 0.030599001795053482
Info 319  [20:17:30.882] getExportInfoMap: cache miss or empty; calculating new results
Info 320  [20:17:30.882] getExportInfoMap: done in 0.43559999763965607 ms
Info 321  [20:17:30.882] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 322  [20:17:30.882] collectAutoImports: response is complete
Info 323  [20:17:30.883] collectAutoImports: 0.08146699890494347
Info 324  [20:17:30.883] getCompletionData: Semantic work: 4.7126589976251125
Info 325  [20:17:30.896] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.829202000051737
Info 326  [20:17:30.902] getCompletionData: Get current token: 0.014014001935720444
Info 327  [20:17:30.902] getCompletionData: Is inside comment: 0.036862000823020935
Info 328  [20:17:30.902] getCompletionData: Get previous token: 0.04583100229501724
Info 329  [20:17:30.902] getCompletionsAtPosition: isCompletionListBlocker: 0.059081003069877625
Info 330  [20:17:30.906] getExportInfoMap: cache miss or empty; calculating new results
Info 331  [20:17:30.906] getExportInfoMap: done in 0.36556199938058853 ms
Info 332  [20:17:30.906] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 333  [20:17:30.906] collectAutoImports: response is complete
Info 334  [20:17:30.906] collectAutoImports: 0.1251170001924038
Info 335  [20:17:30.906] getCompletionData: Semantic work: 3.966788999736309
Info 336  [20:17:30.928] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 21.290818002074957
Info 337  [20:17:30.942] getCompletionData: Get current token: 0.012189000844955444
Info 338  [20:17:30.942] getCompletionData: Is inside comment: 0.03331499919295311
Info 339  [20:17:30.942] getCompletionData: Get previous token: 0.0578790009021759
Info 340  [20:17:30.942] getCompletionsAtPosition: isCompletionListBlocker: 0.026843998581171036
Info 341  [20:17:30.949] getExportInfoMap: cache miss or empty; calculating new results
Info 342  [20:17:30.949] getExportInfoMap: done in 0.445033997297287 ms
Info 343  [20:17:30.950] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
